Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Sprint_ReserveTimeslot,,,2018-10-03 15:42:49,2018-10-03 15:42:50,1.399s,FAILED
,,,,,,
Test Cases/TOYOTA/Main_Toyota_TestCase - AllSprints,,,2018-10-03 15:42:49,2018-10-03 15:42:50,1.182s,FAILED
callTestCase,,,2018-10-03 15:42:49,2018-10-03 15:42:50,0.444s,PASSED
"Statement - If (var_Status_OpCode == ""true"")",,,2018-10-03 15:42:50,2018-10-03 15:42:50,0.000s,PASSED
"Statement - If (var_Status_GetOffTime == ""true"")",,,2018-10-03 15:42:50,2018-10-03 15:42:50,0.000s,PASSED
"Statement - If (var_Status_PickupTime == ""true"")",,,2018-10-03 15:42:50,2018-10-03 15:42:50,0.001s,PASSED
"Statement - If (var_Status_ReservedTimeslot == ""true"")",,,2018-10-03 15:42:50,2018-10-03 15:42:50,0.000s,PASSED
"Statement - If (var_Status_GetTransport == ""true"")",,,2018-10-03 15:42:50,2018-10-03 15:42:50,0.000s,PASSED
"Statement - If (var_Status_MakeBooking == ""true"")",,,2018-10-03 15:42:50,2018-10-03 15:42:50,0.000s,PASSED
"Statement - If (var_Status_SearchBooking == ""true"")",,,2018-10-03 15:42:50,2018-10-03 15:42:50,0.539s,FAILED
