Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Toyota,,,2018-09-19 09:20:22,2018-09-19 09:20:30,7.868s,FAILED
,,,,,,
Test Cases/Toyota_GetDropOffTimes_JSON,,,2018-09-19 09:20:23,2018-09-19 09:20:23,0.801s,FAILED
Statement - getTokenTestObject = com.kms.katalon.core.testobject.ObjectRepository.findTestObject(Toyota_Logon),,,2018-09-19 09:20:23,2018-09-19 09:20:23,0.045s,PASSED
Statement - responseTokenObject = com.kms.katalon.core.webservice.keyword.WSBuiltInKeywords.sendRequest(getTokenTestObject),,,2018-09-19 09:20:23,2018-09-19 09:20:23,0.224s,PASSED
Statement - tokenObject = new groovy.json.JsonSlurper().parseText(responseTokenObject.getResponseText()),,,2018-09-19 09:20:23,2018-09-19 09:20:23,0.021s,PASSED
Statement - token = access_token,,,2018-09-19 09:20:23,2018-09-19 09:20:23,0.007s,PASSED
Statement - mainrequest = com.kms.katalon.core.testobject.ObjectRepository.findTestObject(GetDropOffTimes_JSON),,,2018-09-19 09:20:23,2018-09-19 09:20:23,0.010s,PASSED
"Statement - mainrequest.getHttpHeaderProperties().add(new com.kms.katalon.core.testobject.TestObjectProperty(Authorization, com.kms.katalon.core.testobject.ConditionType.EQUALS, (Bearer  + token)))",,,2018-09-19 09:20:23,2018-09-19 09:20:23,0.018s,PASSED
Statement - response = com.kms.katalon.core.webservice.keyword.WSBuiltInKeywords.sendRequest(mainrequest),,,2018-09-19 09:20:23,2018-09-19 09:20:23,0.076s,PASSED
verifyResponseStatusCode,,,2018-09-19 09:20:23,2018-09-19 09:20:23,0.017s,FAILED
,,,,,,
Test Cases/Toyota_GetServiceOperation,,,2018-09-19 09:20:23,2018-09-19 09:20:30,6.506s,PASSED
Statement - getTokenTestObject = com.kms.katalon.core.testobject.ObjectRepository.findTestObject(Toyota_Logon),,,2018-09-19 09:20:24,2018-09-19 09:20:24,0.007s,PASSED
Statement - responseTokenObject = com.kms.katalon.core.webservice.keyword.WSBuiltInKeywords.sendRequest(getTokenTestObject),,,2018-09-19 09:20:24,2018-09-19 09:20:24,0.014s,PASSED
Statement - tokenObject = new groovy.json.JsonSlurper().parseText(responseTokenObject.getResponseText()),,,2018-09-19 09:20:24,2018-09-19 09:20:24,0.001s,PASSED
Statement - token = access_token,,,2018-09-19 09:20:24,2018-09-19 09:20:24,0.001s,PASSED
Statement - mainrequest = com.kms.katalon.core.testobject.ObjectRepository.findTestObject(GetServiceOperations_JSON),,,2018-09-19 09:20:24,2018-09-19 09:20:24,0.008s,PASSED
"Statement - mainrequest.getHttpHeaderProperties().add(new com.kms.katalon.core.testobject.TestObjectProperty(Authorization, com.kms.katalon.core.testobject.ConditionType.EQUALS, (Bearer  + token)))",,,2018-09-19 09:20:24,2018-09-19 09:20:24,0.001s,PASSED
Statement - response = com.kms.katalon.core.webservice.keyword.WSBuiltInKeywords.sendRequest(mainrequest),,,2018-09-19 09:20:24,2018-09-19 09:20:30,6.247s,PASSED
verifyResponseStatusCode,,,2018-09-19 09:20:30,2018-09-19 09:20:30,0.001s,PASSED
